"db","finaltax","species","genus","family","order","class","phylum","kingdom"
"ncbi","Aaroniella badonneli","Aaroniella badonneli","Aaroniella","Philotarsidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Abacidus permundus","Abacidus permundus","Abacidus","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Ablabesmyia aspera","Ablabesmyia aspera","Ablabesmyia","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Acalyptratae",NA,NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Achipteria coleoptrata","Achipteria coleoptrata","Achipteria","Achipteriidae","Sarcoptiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Achradocera arcuata","Achradocera arcuata","Achradocera","Dolichopodidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Acordulecera dorsalis","Acordulecera dorsalis","Acordulecera","Pergidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Acrididae",NA,NA,"Acrididae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Acridomorpha",NA,NA,NA,"Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Acroceridae",NA,NA,"Acroceridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Acronicta oblinita","Acronicta oblinita","Acronicta","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Acrosternum hilare","Acrosternum hilare","Acrosternum","Pentatomidae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Acylomus",NA,"Acylomus","Phalacridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Adelges tsugae","Adelges tsugae","Adelges","Adelgidae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Adephaga",NA,NA,NA,"Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aedes vexans","Aedes vexans","Aedes","Culicidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aedini",NA,NA,"Culicidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aegomorphus morrisi","Aegomorphus morrisi","Aegomorphus","Cerambycidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aethes promptana","Aethes promptana","Aethes","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Agrotis",NA,"Agrotis","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Ahasverus advena","Ahasverus advena","Ahasverus","Silvanidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Alaptus",NA,"Alaptus","Mymaridae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aleochara",NA,"Aleochara","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aleocharinae",NA,NA,"Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Allonemobius",NA,"Allonemobius","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Allonemobius fasciatus","Allonemobius fasciatus","Allonemobius","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Allonemobius socius","Allonemobius socius","Allonemobius","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Allotria elonympha","Allotria elonympha","Allotria","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Alluaudomyia",NA,"Alluaudomyia","Ceratopogonidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Alphitobius diaperinus","Alphitobius diaperinus","Alphitobius","Tenebrionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Alticini",NA,NA,"Chrysomelidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Amara",NA,"Amara","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Amara ovata","Amara ovata","Amara","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Amara rubrica","Amara rubrica","Amara","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Amblycerini",NA,NA,"Chrysomelidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anaceratagallia",NA,"Anaceratagallia","Cicadellidae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anavitrinella",NA,"Anavitrinella","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anavitrinella pampinaria","Anavitrinella pampinaria","Anavitrinella","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anaxipha",NA,"Anaxipha","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Andrion regensteinense","Andrion regensteinense","Andrion","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anevrina thoracica","Anevrina thoracica","Anevrina","Phoridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anicla",NA,"Anicla","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anicla illapsa","Anicla illapsa","Anicla","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anisota",NA,"Anisota","Saturniidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anomopsocus amabilis","Anomopsocus amabilis","Anomopsocus","Lachesillidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anopheles quadrimaculatus","Anopheles quadrimaculatus","Anopheles","Culicidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Antaeotricha schlaegeri","Antaeotricha schlaegeri","Antaeotricha","Depressariidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Antheraea polyphemus","Antheraea polyphemus","Antheraea","Saturniidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Apallates",NA,"Apallates","Chloropidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Apallates neocoxendix","Apallates neocoxendix","Apallates","Chloropidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aphelinidae",NA,NA,"Aphelinidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aphelinus",NA,"Aphelinus","Aphelinidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aphidiinae",NA,NA,"Braconidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aphidoidea",NA,NA,NA,"Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aphidomorpha",NA,NA,NA,"Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aphis craccivora","Aphis craccivora","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aphytis melinus","Aphytis melinus","Aphytis","Aphelinidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Apidae",NA,NA,"Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Apionidae",NA,NA,"Apionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Apocrita",NA,NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Arctiinae",NA,NA,"Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Arge",NA,"Arge","Argidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Argyrotaenia velutinana","Argyrotaenia velutinana","Argyrotaenia","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aroga trialbamaculella","Aroga trialbamaculella","Aroga","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Arthropoda",NA,NA,NA,NA,NA,"Arthropoda","Metazoa"
"ncbi","Asiablatta kyotensis","Asiablatta kyotensis","Asiablatta","Blattellidae","Blattodea","Insecta","Arthropoda","Metazoa"
"ncbi","Asilinae",NA,NA,"Asilidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Astigmata",NA,NA,NA,"Sarcoptiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Atherigona",NA,"Atherigona","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Atherigona reversura","Atherigona reversura","Atherigona","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Athetini",NA,NA,"Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Athripsodes albifrons","Athripsodes albifrons","Athripsodes","Leptoceridae","Trichoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Atrichonotus taeniatulus","Atrichonotus taeniatulus","Atrichonotus","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Atrichopogon levis","Atrichopogon levis","Atrichopogon","Ceratopogonidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Atrichopogon lucorum","Atrichopogon lucorum","Atrichopogon","Ceratopogonidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Atrichopogon winnertzi","Atrichopogon winnertzi","Atrichopogon","Ceratopogonidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Attalus pallifrons","Attalus pallifrons","Attalus","Melyridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Autographa precationis","Autographa precationis","Autographa","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Baetidae",NA,NA,"Baetidae","Ephemeroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Baetis",NA,"Baetis","Baetidae","Ephemeroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bdellidae",NA,NA,"Bdellidae","Trombidiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Blaberoidea",NA,NA,NA,"Blattodea","Insecta","Arthropoda","Metazoa"
"ncbi","Blaste quieta","Blaste quieta","Blaste","Psocidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Blatta orientalis","Blatta orientalis","Blatta","Blattidae","Blattodea","Insecta","Arthropoda","Metazoa"
"ncbi","Blattellidae",NA,NA,"Blattellidae","Blattodea","Insecta","Arthropoda","Metazoa"
"ncbi","Blattodea",NA,NA,NA,"Blattodea","Insecta","Arthropoda","Metazoa"
"ncbi","Bombycoidea",NA,NA,NA,"Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bos taurus","Bos taurus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"ncbi","Brachycera",NA,NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Brachychthoniidae",NA,NA,"Brachychthoniidae","Sarcoptiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Braconidae",NA,NA,"Braconidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bradysia",NA,"Bradysia","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bradysia lapponica","Bradysia lapponica","Bradysia","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bradysia trivittata","Bradysia trivittata","Bradysia","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bradysia vernalis","Bradysia vernalis","Bradysia","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bruchini",NA,NA,"Chrysomelidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bucculatrix",NA,"Bucculatrix","Bucculatricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bucculatrix argentisignella","Bucculatrix argentisignella","Bucculatrix","Bucculatricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bucculatrix canadensisella","Bucculatrix canadensisella","Bucculatrix","Bucculatricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bucculatrix coronatella","Bucculatrix coronatella","Bucculatrix","Bucculatricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bucculatrix trifasciella","Bucculatrix trifasciella","Bucculatrix","Bucculatricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Busseola segeta","Busseola segeta","Busseola","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Byrrhoidea",NA,NA,NA,"Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Caeciliusetae",NA,NA,NA,"Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Caenidae",NA,NA,"Caenidae","Ephemeroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Caenurgina crassiuscula","Caenurgina crassiuscula","Caenurgina","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Calathus opaculus","Calathus opaculus","Calathus","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Callibaetis ferrugineus hageni","Callibaetis ferrugineus","Callibaetis","Baetidae","Ephemeroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Callimorpha",NA,"Callimorpha","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Caloptilia rhoifoliella","Caloptilia rhoifoliella","Caloptilia","Gracillariidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Caloptilia theivora","Caloptilia theivora","Caloptilia","Gracillariidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Calyptratae",NA,NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Camponotus",NA,"Camponotus","Formicidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Camptomyia",NA,"Camptomyia","Cecidomyiidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Camptonotus carolinensis","Camptonotus carolinensis","Camptonotus","Gryllacrididae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Canifa pusilla","Canifa pusilla","Canifa","Scraptiidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Canis lupus","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Metazoa"
"ncbi","Capra",NA,"Capra","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"ncbi","Caprinae",NA,NA,"Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"ncbi","Carabidae",NA,NA,"Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Carabinae",NA,NA,"Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Carpelimus fuliginosus","Carpelimus fuliginosus","Carpelimus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Carpophilus",NA,"Carpophilus","Nitidulidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Carpophilus ",NA,"Carpophilus","Nitidulidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Catocala",NA,"Catocala","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cecidomyiidae",NA,NA,"Cecidomyiidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cecidomyiinae",NA,NA,"Cecidomyiidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Centricnemus leucogrammus","Centricnemus leucogrammus","Centricnemus","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Ceracia dentata","Ceracia dentata","Ceracia","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cerastipsocus trifasciatus","Cerastipsocus trifasciatus","Cerastipsocus","Psocidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Ceratomia catalpae","Ceratomia catalpae","Ceratomia","Sphingidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Ceratophyllidae",NA,NA,"Ceratophyllidae","Siphonaptera","Insecta","Arthropoda","Metazoa"
"ncbi","Ceratopogonidae",NA,NA,"Ceratopogonidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cerodontha",NA,"Cerodontha","Agromyzidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Ceuthophilus",NA,"Ceuthophilus","Rhaphidophoridae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chaetocnema confinis","Chaetocnema confinis","Chaetocnema","Chrysomelidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chaetocnema denticulata","Chaetocnema denticulata","Chaetocnema","Chrysomelidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chaetopsis fulvifrons","Chaetopsis fulvifrons","Chaetopsis","Ulidiidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chalcidoidea",NA,NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chaoborus punctipennis","Chaoborus punctipennis","Chaoborus","Chaoboridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chauliodinae",NA,NA,"Corydalidae","Megaloptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chauliognathus",NA,"Chauliognathus","Cantharidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chionodes mediofuscella","Chionodes mediofuscella","Chionodes","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chironomidae",NA,NA,"Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chironominae",NA,NA,"Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chironomini",NA,NA,"Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chloropidae",NA,NA,"Chloropidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chouioia cunea","Chouioia cunea","Chouioia","Eulophidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysis",NA,"Chrysis","Chrysididae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysobothris affinis","Chrysobothris affinis","Chrysobothris","Buprestidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysobothris femorata","Chrysobothris femorata","Chrysobothris","Buprestidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysobothris rugosiceps","Chrysobothris rugosiceps","Chrysobothris","Buprestidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysomelidae",NA,NA,"Chrysomelidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysomya megacephala","Chrysomya megacephala","Chrysomya","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysoperla",NA,"Chrysoperla","Chrysopidae","Neuroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysoperla rufilabris","Chrysoperla rufilabris","Chrysoperla","Chrysopidae","Neuroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysopinae",NA,NA,"Chrysopidae","Neuroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chrysotus pulchellus","Chrysotus pulchellus","Chrysotus","Dolichopodidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chymomyza",NA,"Chymomyza","Drosophilidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chytolita morbidalis","Chytolita morbidalis","Chytolita","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cicadellidae",NA,NA,"Cicadellidae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cinara",NA,"Cinara","Aphididae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cinara dubia","Cinara dubia","Cinara","Aphididae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cinara pinivora","Cinara pinivora","Cinara","Aphididae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cinara watsoni","Cinara watsoni","Cinara","Aphididae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cisseps fulvicollis","Cisseps fulvicollis","Cisseps","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cisthene packardii","Cisthene packardii","Cisthene","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cladopelma viridulum","Cladopelma viridulum","Cladopelma","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cleridae",NA,NA,"Cleridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cleroidea",NA,NA,NA,"Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Clogmia albipunctata","Clogmia albipunctata","Clogmia","Psychodidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Clubiona pygmaea","Clubiona pygmaea","Clubiona","Clubionidae","Araneae","Arachnida","Arthropoda","Metazoa"
"ncbi","Coboldia fuscipes","Coboldia fuscipes","Coboldia","Scatopsidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coccinellidae",NA,NA,"Coccinellidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coelopinae",NA,NA,"Coelopidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coenagrionidae",NA,NA,"Coenagrionidae","Odonata","Insecta","Arthropoda","Metazoa"
"ncbi","Coenosia",NA,"Coenosia","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coenosia tigrina","Coenosia tigrina","Coenosia","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coleomegilla maculata strenua","Coleomegilla maculata","Coleomegilla","Coccinellidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coleophoridae",NA,NA,"Coleophoridae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coleoptera",NA,NA,NA,"Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coleotechnites",NA,"Coleotechnites","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coleotechnites albicostata","Coleotechnites albicostata","Coleotechnites","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coleotechnites occidentis","Coleotechnites occidentis","Coleotechnites","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coniopteryx",NA,"Coniopteryx","Coniopterygidae","Neuroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Conocephalus",NA,"Conocephalus","Tettigoniidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Conocephalus ictus","Conocephalus ictus","Conocephalus","Tettigoniidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Conocephalus saltator","Conocephalus saltator","Conocephalus","Tettigoniidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Conotrachelus",NA,"Conotrachelus","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Contarinia",NA,"Contarinia","Cecidomyiidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Copris",NA,"Copris","Scarabaeidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coproica ferruginata","Coproica ferruginata","Coproica","Sphaeroceridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Corigetus marmoratus","Corigetus marmoratus","Corigetus","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Corioxenos acucyrtophallus","Corioxenos acucyrtophallus","Corioxenos","Corioxenidae","Strepsiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Corticarina",NA,"Corticarina","Latridiidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Corticeus fraxini","Corticeus fraxini","Corticeus","Tenebrionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Corylophidae",NA,NA,"Corylophidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Corynoneura",NA,"Corynoneura","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Corynoptera",NA,"Corynoptera","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Corynoptera subtilis","Corynoptera subtilis","Corynoptera","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Corynoptera subtilis","Corynoptera subtilis","Corynoptera","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cotinis mutabilis","Cotinis mutabilis","Cotinis","Scarabaeidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Crambidae",NA,NA,"Crambidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cratyna vagabunda","Cratyna vagabunda","Cratyna","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cregya",NA,"Cregya","Cleridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cregya oculata","Cregya oculata","Cregya","Cleridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cricotopus",NA,"Cricotopus","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cricotopus annulator","Cricotopus annulator","Cricotopus","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cricotopus bicinctus","Cricotopus bicinctus","Cricotopus","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
